2025-01-21 20:28:27 UTC-6
G3_StdMix_1000uM
-608a00d3:1939d871b3a:-6ea8

Anion General
7796
min,µS/cm
0.0,1.416411251489265
0.0016666666666669272,1.4164205647150183
0.0033333333333329662,1.4164345345536375
0.005016666666666225,1.4164438477793908
0.006683333333333152,1.416453161005144
0.00835000000000008,1.4164624742308902
0.010016666666667007,1.4164717874566435
0.011683333333333046,1.4164811006823967
0.013349999999999973,1.416490413908143
0.0150166666666669,1.4164997271338962
0.01668333333333294,1.4165090403596423
0.018349999999999866,1.4165183535853956
0.020016666666666794,1.4165276668111488
0.02168333333333372,1.416536980036895
0.02334999999999976,1.4165509498755213
0.025016666666666687,1.4165602631012746
0.026683333333333614,1.416574232939901
0.028349999999999653,1.4165882027785273
0.03001666666666658,1.4166068292300267
0.03168333333333351,1.4166161424557728
0.033350000000000435,1.4166301122943992
0.035033333333333694,1.4166394255201524
0.03669999999999973,1.4166487387458986
0.03836666666666666,1.4166533953587788
0.04003333333333359,1.416662708584525
0.041699999999999626,1.416667365197405
0.04336666666666655,1.4166766784231513
0.04503333333333348,1.4166813350360314
0.04670000000000041,1.4166906482617776
0.04836666666666645,1.4166999614875309
0.050033333333333374,1.4167139313261572
0.0517000000000003,1.4167279011647835
0.05336666666666634,1.4167418710034099
0.05503333333333327,1.4167558408420362
0.056700000000000195,1.4167698106806554
0.058366666666666234,1.4167791239064087
0.06003333333333316,1.416788437132162
0.06170000000000009,1.4167977503579081
0.06336666666666702,1.4168024069707883
0.06505000000000027,1.4168070635836614
0.06671666666666631,1.4168070635836614
0.06838333333333324,1.4168117201965345
0.07005000000000017,1.4168163768094075
0.0717166666666671,1.4168210334222877
0.07338333333333313,1.4168303466480339
0.07505000000000006,1.4168396598737871
0.07671666666666699,1.4168489730995404
0.07838333333333303,1.4168582863252865
0.08004999999999995,1.4168675995510398
0.08171666666666688,1.416876912776786
0.08338333333333292,1.4168862260025392
0.08504999999999985,1.4168908826154123
0.08671666666666678,1.4168955392282925
0.0883833333333337,1.4169001958411656
0.09004999999999974,1.4169001958411656
0.09171666666666667,1.4169048524540386
0.0933833333333336,1.4169048524540386
0.09504999999999963,1.4169095090669188
0.09673333333333378,1.416914165679792
0.09839999999999982,1.416923478905538
0.10006666666666675,1.4169327921312913
0.10173333333333368,1.4169421053570446
0.10339999999999971,1.4169514185827907
0.10506666666666664,1.416956075195671
0.10673333333333357,1.416960731808544
0.10839999999999961,1.416960731808544
0.11006666666666653,1.416960731808544
0.11173333333333346,1.416960731808544
0.11340000000000039,1.416956075195671
0.11506666666666643,1.416960731808544
0.11673333333333336,1.416960731808544
0.11840000000000028,1.416965388421417
0.12006666666666632,1.4169700450342972
0.12173333333333325,1.4169747016471703
0.12340000000000018,1.4169840148729165
0.12506666666666622,1.4169933280986697
0.12675000000000036,1.417007297937296
0.1284166666666664,1.4170259243887955
0.13008333333333333,1.417044550840295
0.13175000000000026,1.4170631772918014
0.1334166666666663,1.4170818037433008
0.13508333333333322,1.4171004301948003
0.13675000000000015,1.4171144000334266
0.13841666666666708,1.4171237132591799
0.14008333333333312,1.417128369872053
0.14175000000000004,1.417128369872053
0.14341666666666697,1.4171237132591799
0.145083333333333,1.4171144000334266
0.14674999999999994,1.4171004301948003
0.14841666666666686,1.417091116969047
0.1500833333333338,1.417086460356174
0.15174999999999983,1.417086460356174
0.1534333333333331,1.417086460356174
0.15510000000000002,1.4170957735819272
0.15676666666666694,1.4171097434205535
0.15843333333333298,1.417128369872053
0.1600999999999999,1.4171423397106793
0.16176666666666684,1.4171609661621787
0.16343333333333376,1.417179592613678
0.1650999999999998,1.4171889058394314
0.16676666666666673,1.4171982190651775
0.16843333333333366,1.4172028756780577
0.1700999999999997,1.4172075322909308
0.17176666666666662,1.4172075322909308
0.17343333333333355,1.4172028756780577
0.1750999999999996,1.4172028756780577
0.17676666666666652,1.4172028756780577
0.17843333333333344,1.4172028756780577
0.18010000000000037,1.4172075322909308
0.1817666666666664,1.417216845516684
0.18343333333333334,1.4172261587424302
0.18510000000000026,1.4172401285810565
0.18678333333333352,1.417258755032556
0.18845000000000045,1.4172727248711823
0.1901166666666665,1.4172913513226888
0.19178333333333342,1.4173053211613151
0.19345000000000034,1.4173146343870613
0.19511666666666638,1.4173192909999344
0.1967833333333333,1.4173239476128145
0.19845000000000024,1.4173239476128145
0.20011666666666628,1.4173192909999344
0.2017833333333332,1.4173192909999344
0.20345000000000013,1.4173192909999344
0.20511666666666706,1.4173192909999344
0.2067833333333331,1.4173239476128145
0.20845000000000002,1.4173286042256876
0.21011666666666695,1.4173332608385607
0.211783333333333,1.4173379174514409
0.21344999999999992,1.417342574064314
0.21511666666666684,1.417342574064314
0.2168000000000001,1.417342574064314
0.21846666666666703,1.417342574064314
0.22013333333333307,1.417342574064314
0.2218,1.417342574064314
0.22346666666666692,1.417347230677187
0.22513333333333296,1.4173518872900672
0.2267999999999999,1.4173565439029403
0.22846666666666682,1.4173658571286936
0.23013333333333374,1.4173798269673128
0.23179999999999978,1.417389140193066
0.2334666666666667,1.4173984534188193
0.23513333333333364,1.4174077666445655
0.23679999999999968,1.4174124232574457
0.2384666666666666,1.4174170798703187
0.24013333333333353,1.4174217364831918
0.24180000000000046,1.4174217364831918
0.24348333333333372,1.4174170798703187
0.24513333333333343,1.4174124232574457
0.24680000000000035,1.4174077666445655
0.2484833333333336,1.4174031100316924
0.25014999999999965,1.4173984534188193
0.2518166666666666,1.4174031100316924
0.2534833333333335,1.4174077666445655
0.25514999999999954,1.4174124232574457
0.25681666666666647,1.4174263930960649
0.2584833333333334,1.4174403629346912
0.2601500000000003,1.4174496761604445
0.26181666666666636,1.4174589893861977
0.2634833333333333,1.417468302611944
0.2651500000000002,1.417468302611944
0.26681666666666626,1.417468302611944
0.2684833333333332,1.4174636459990708
0.2701500000000001,1.4174543327733176
0.27181666666666704,1.4174450195475714
0.2734833333333331,1.4174357063218181
0.27515,1.417431049708945
0.27681666666666693,1.417431049708945
0.2785000000000002,1.417431049708945
0.2801666666666671,1.4174403629346912
0.28183333333333316,1.4174496761604445
0.2835000000000001,1.4174589893861977
0.285166666666667,1.417472959224817
0.28683333333333305,1.4174869290634433
0.2885,1.4175008989020697
0.2901666666666669,1.417514868740696
0.29183333333333294,1.4175241819664492
0.29349999999999987,1.4175334951921954
0.2951666666666668,1.4175381518050756
0.2968333333333337,1.4175381518050756
0.29849999999999977,1.4175381518050756
0.3001666666666667,1.4175381518050756
0.3018333333333336,1.4175334951921954
0.30349999999999966,1.4175334951921954
0.3051666666666666,1.4175288385793223
0.3068333333333335,1.4175288385793223
0.3085166666666668,1.4175334951921954
0.3101833333333337,1.4175334951921954
0.31184999999999974,1.4175381518050756
0.31351666666666667,1.4175381518050756
0.3151833333333336,1.4175381518050756
0.31684999999999963,1.4175381518050756
0.31851666666666656,1.4175334951921954
0.3201833333333335,1.4175241819664492
0.3218500000000004,1.4175195253535762
0.32351666666666645,1.417514868740696
0.3251833333333334,1.417510212127823
0.3268500000000003,1.417510212127823
0.32851666666666635,1.417510212127823
0.3301833333333333,1.417514868740696
0.3318500000000002,1.4175241819664492
0.3335166666666671,1.4175334951921954
0.33518333333333317,1.4175428084179487
0.3368500000000001,1.417552121643702
0.338516666666667,1.417556778256575
0.3402000000000003,1.417561434869448
0.3418666666666663,1.417561434869448
0.34353333333333325,1.417561434869448
0.3452000000000002,1.417556778256575
0.3468666666666662,1.417556778256575
0.34853333333333314,1.417552121643702
0.35020000000000007,1.4175474650308217
0.351866666666667,1.4175474650308217
0.35353333333333303,1.4175428084179487
0.35519999999999996,1.4175381518050756
0.3568666666666669,1.4175334951921954
0.3585333333333329,1.4175334951921954
0.36019999999999985,1.4175288385793223
0.3618666666666668,1.4175334951921954
0.3635333333333337,1.4175381518050756
0.36519999999999975,1.4175428084179487
0.3668666666666667,1.417552121643702
0.3685333333333336,1.417561434869448
0.37021666666666686,1.4175707480952013
0.3718833333333338,1.4175800613209546
0.3735499999999998,1.4175893745467008
0.37521666666666675,1.4175940311595738
0.3768833333333337,1.4175893745467008
0.3785499999999997,1.4175847179338277
0.38021666666666665,1.4175800613209546
0.3818833333333336,1.4175660914823283
0.3835499999999996,1.417556778256575
0.38521666666666654,1.417552121643702
0.38688333333333347,1.4175428084179487
0.3885500000000004,1.4175428084179487
0.39021666666666643,1.4175428084179487
0.39188333333333336,1.4175474650308217
0.3935500000000003,1.417552121643702
0.3952166666666663,1.417552121643702
0.39688333333333325,1.417556778256575
0.3985500000000002,1.417556778256575
0.40023333333333344,1.417552121643702
0.40190000000000037,1.4175474650308217
0.4035666666666664,1.4175428084179487
0.40523333333333333,1.4175334951921954
0.40690000000000026,1.4175288385793223
0.4085666666666663,1.4175288385793223
0.4102333333333332,1.4175288385793223
0.41190000000000015,1.4175334951921954
0.4135666666666671,1.4175381518050756
0.4152333333333331,1.4175474650308217
0.41690000000000005,1.417552121643702
0.418566666666667,1.417556778256575
0.420233333333333,1.417561434869448
0.42189999999999994,1.417561434869448
0.42356666666666687,1.417556778256575
0.4252333333333338,1.417556778256575
0.42689999999999984,1.417552121643702
0.42856666666666676,1.4175474650308217
0.43025,1.4175474650308217
0.43191666666666695,1.4175474650308217
0.433583333333333,1.4175474650308217
0.4352499999999999,1.4175474650308217
0.43691666666666684,1.417552121643702
0.43858333333333377,1.417552121643702
0.4402499999999998,1.417552121643702
0.44191666666666674,1.4175474650308217
0.44358333333333366,1.4175474650308217
0.4452499999999997,1.4175474650308217
0.44691666666666663,1.417552121643702
0.44858333333333356,1.417552121643702
0.4502499999999996,1.417556778256575
0.4519166666666665,1.417556778256575
0.45358333333333345,1.417561434869448
0.4552500000000004,1.417561434869448
0.4569166666666664,1.417561434869448
0.45858333333333334,1.417561434869448
0.4602666666666666,1.417561434869448
0.46193333333333353,1.417561434869448
0.46360000000000046,1.417556778256575
0.4652666666666665,1.417552121643702
0.4669333333333334,1.4175428084179487
0.46860000000000035,1.4175381518050756
0.4702666666666664,1.4175334951921954
0.4719333333333333,1.4175241819664492
0.47360000000000024,1.4175195253535762
0.4752666666666663,1.417514868740696
0.4769333333333332,1.417510212127823
0.47860000000000014,1.4175055555149498
0.48026666666666706,1.4175055555149498
0.4819333333333331,1.4175055555149498
0.48360000000000003,1.4175055555149498
0.48526666666666696,1.417510212127823
0.486933333333333,1.4175195253535762
0.4885999999999999,1.4175288385793223
0.49026666666666685,1.4175381518050756
0.4919500000000001,1.417552121643702
0.49361666666666704,1.417556778256575
0.4952833333333331,1.417561434869448
0.49695,1.4175660914823283
0.49861666666666693,1.417561434869448
0.500283333333333,1.417552121643702
0.5019499999999999,1.4175474650308217
0.5036166666666668,1.4175381518050756
0.5052833333333338,1.4175288385793223
0.5069499999999998,1.4175195253535762
0.5086166666666667,1.417514868740696
0.5102833333333336,1.417510212127823
0.5119499999999997,1.417510212127823
0.5136166666666666,1.417510212127823
0.5152833333333335,1.417510212127823
0.5169500000000005,1.417510212127823
0.5186166666666665,1.417514868740696
0.5202833333333334,1.4175241819664492
0.5219666666666667,1.4175288385793223
0.5236333333333336,1.4175334951921954
0.5252999999999997,1.4175428084179487
0.5269666666666666,1.4175474650308217
0.5286333333333335,1.4175474650308217
0.5302999999999995,1.417552121643702
0.5319666666666665,1.417552121643702
0.5336333333333334,1.417552121643702
0.5353000000000003,1.417552121643702
0.5369666666666664,1.417552121643702
0.5386333333333333,1.417552121643702
0.5403000000000002,1.417552121643702
0.5419666666666663,1.417552121643702
0.5436333333333332,1.4175474650308217
0.5453000000000001,1.4175381518050756
0.546966666666667,1.4175334951921954
0.5486333333333331,1.4175241819664492
0.5503,1.4175195253535762
0.5519833333333333,1.417514868740696
0.5536500000000002,1.417510212127823
0.5553166666666671,1.417510212127823
0.5569833333333332,1.417510212127823
0.5586500000000001,1.417510212127823
0.560316666666667,1.4175055555149498
0.5619833333333331,1.4175055555149498
0.56365,1.4175008989020697
0.5653166666666669,1.4175008989020697
0.5669833333333338,1.4174962422891966
0.5686499999999999,1.4174962422891966
