2025-01-21 19:26:54 UTC-6
G3_StdMix_200uM
-608a00d3:1939d871b3a:-6ed8

Anion General
7796
min,µS/cm
0.0,1.3893656439098372
0.0016666666666669272,1.3893796137484626
0.0033333333333329662,1.389393583587088
0.004999999999999893,1.3894122100385893
0.006666666666666821,1.3894308364900905
0.008333333333333748,1.3894494629415917
0.009999999999999787,1.3894727460059677
0.011666666666666714,1.389491372457469
0.013333333333333641,1.389514655521845
0.01499999999999968,1.3895332819733461
0.016666666666666607,1.3895519084248473
0.018333333333333535,1.3895658782634728
0.019999999999999574,1.3895798481020982
0.0216666666666665,1.3895938179407237
0.023333333333333428,1.3896031311664743
0.025016666666666687,1.3896124443922249
0.026683333333333614,1.3896217576179755
0.028349999999999653,1.3896264142308503
0.03001666666666658,1.389635727456601
0.03168333333333351,1.3896450406823515
0.033350000000000435,1.389654353908102
0.035016666666666474,1.3896636671338527
0.0366833333333334,1.3896776369724781
0.03835000000000033,1.3896962634239793
0.04001666666666637,1.3897195464883554
0.041683333333333294,1.3897381729398566
0.04335000000000022,1.3897614560042326
0.04501666666666626,1.3897847390686096
0.04668333333333319,1.3898033655201099
0.048350000000000115,1.389821991971611
0.05001666666666704,1.3898359618102365
0.05168333333333308,1.3898499316488628
0.05335000000000001,1.3898592448746125
0.05503333333333327,1.3898732147132389
0.056700000000000195,1.3898825279389895
0.058366666666666234,1.389896497777615
0.06003333333333316,1.3899151242291161
0.06170000000000009,1.3899337506806173
0.06336666666666702,1.3899570337449934
0.06503333333333305,1.3899803168093694
0.06669999999999998,1.3900035998737454
0.06836666666666691,1.3900222263252466
0.07003333333333295,1.3900408527767478
0.07169999999999987,1.3900501660024975
0.0733666666666668,1.390059479228249
0.07503333333333373,1.3900641358411239
0.07669999999999977,1.3900687924539987
0.0783666666666667,1.3900734490668745
0.08003333333333362,1.390082762292625
0.08169999999999966,1.3900967321312505
0.08338333333333292,1.3901153585827517
0.08503333333333352,1.3901386416471277
0.08671666666666678,1.3901665813243795
0.0883833333333337,1.3901898643887556
0.09004999999999974,1.3902084908402568
0.09171666666666667,1.3902224606788822
0.0933833333333336,1.390227117291758
0.09504999999999963,1.3902317739046328
0.09671666666666656,1.3902317739046328
0.09838333333333349,1.3902317739046328
0.10005000000000042,1.3902364305175077
0.10171666666666646,1.3902410871303834
0.10338333333333338,1.3902457437432583
0.10505000000000031,1.3902597135818837
0.10671666666666635,1.3902690268076343
0.10838333333333328,1.3902829966462606
